query_id,d1,d2,gap,relative_gap,num_inliers,num_matches,inlier_ratio,clustered_score,top1_correct
118,1.751551866531372,1.7639896869659424,0.012437820434570312,0.0071010289059844625,177,224,0.7901785714285714,13.30413469565007,1
119,1.7957098484039307,1.8033121824264526,0.007602334022521973,0.0042336093602644695,6,16,0.375,0.0,0
120,1.7604730129241943,1.77825129032135,0.01777827739715576,0.010098579908149543,44,106,0.41509433962264153,6.6332495807108,1
121,1.7692458629608154,1.8072474002838135,0.03800153732299805,0.02147894654923926,4,8,0.5,0.0,0
122,1.8017659187316895,1.8188740015029907,0.01710808277130127,0.009495175035469702,0,6,0.0,0.0,0
123,1.8189462423324585,1.8285717964172363,0.009625554084777832,0.005291829885216871,5,12,0.4166666666666667,0.0,0
124,1.7518434524536133,1.8031319379806519,0.051288485527038574,0.02927686572404884,2,2,1.0,0.0,0
125,1.812295913696289,1.837791919708252,0.02549600601196289,0.014068346024111602,18,68,0.2647058823529412,4.242640687119285,1
126,1.7909921407699585,1.7982794046401978,0.007287263870239258,0.004068841902961349,165,216,0.7638888888888888,12.84523257866513,1
127,1.7807397842407227,1.8299998044967651,0.04926002025604248,0.027662671824365468,166,212,0.7830188679245284,12.884098726725126,1
128,1.8215837478637695,1.8233637809753418,0.0017800331115722656,0.000977189829267948,5,14,0.35714285714285715,0.0,0
129,1.7972170114517212,1.7977973222732544,0.0005803108215332031,0.00032289412899806175,4,8,0.5,0.0,0
130,1.794359803199768,1.811636209487915,0.017276406288146973,0.009628172820935385,0,6,0.0,0.0,0
131,1.7737479209899902,1.791405200958252,0.01765727996826172,0.009954785434452591,13,37,0.35135135135135137,3.605551275463989,0
132,1.823050618171692,1.8259193897247314,0.0028687715530395508,0.0015736104771005182,16,79,0.20253164556962025,4.0,0
133,1.7508968114852905,1.7560606002807617,0.005163788795471191,0.0029492250837390784,5,14,0.35714285714285715,0.0,0
134,1.8337554931640625,1.8370082378387451,0.003252744674682617,0.0017738159131947045,5,11,0.45454545454545453,0.0,0
135,1.7266411781311035,1.7695114612579346,0.042870283126831055,0.024828715815311063,41,126,0.3253968253968254,6.4031242374328485,1
136,1.7038089036941528,1.7534977197647095,0.04968881607055664,0.02916337387533466,56,139,0.4028776978417266,7.483314773547883,1
137,1.816009759902954,1.8178261518478394,0.001816391944885254,0.0010002104531543488,6,29,0.20689655172413793,0.0,0
138,1.8096754550933838,1.8231974840164185,0.013522028923034668,0.0074720740036433204,6,26,0.23076923076923078,0.0,0
139,1.800612449645996,1.8026357889175415,0.00202333927154541,0.0011236950360657579,28,147,0.19047619047619047,5.0990195135927845,1
140,1.7361191511154175,1.7914186716079712,0.05529952049255371,0.03185237629400322,50,145,0.3448275862068966,7.0710678118654755,1
141,1.8200820684432983,1.8251268863677979,0.005044817924499512,0.0027717529950802185,5,16,0.3125,0.0,0
142,1.737170696258545,1.7784990072250366,0.0413283109664917,0.02379058722064741,34,140,0.24285714285714285,7.548509256375962,1
143,1.7819876670837402,1.7837694883346558,0.0017818212509155273,0.0009999066120538953,7,20,0.35,2.0,0
144,1.7806049585342407,1.8323503732681274,0.05174541473388672,0.029060581060317014,28,146,0.1917808219178082,5.196152422706632,1
145,1.7778233289718628,1.7924892902374268,0.014665961265563965,0.00824939184145225,28,143,0.1958041958041958,7.031899500812509,1
146,1.812024712562561,1.815283179283142,0.0032584667205810547,0.0017982462921120644,5,12,0.4166666666666667,0.0,0
147,1.8168129920959473,1.8172836303710938,0.0004706382751464844,0.0002590460752944845,6,28,0.21428571428571427,0.0,0
148,1.8097550868988037,1.8122631311416626,0.0025080442428588867,0.0013858473232180113,6,21,0.2857142857142857,2.23606797749979,0
149,1.7885198593139648,1.829571008682251,0.04105114936828613,0.022952582357141066,5,11,0.45454545454545453,0.0,0
150,1.7929426431655884,1.81207275390625,0.01913011074066162,0.010669672459173501,5,13,0.38461538461538464,0.0,0
151,1.8034827709197998,1.8039300441741943,0.00044727325439453125,0.0002480052826711597,5,14,0.35714285714285715,0.0,0
152,1.8078781366348267,1.8253283500671387,0.01745021343231201,0.009652317309834684,5,11,0.45454545454545453,0.0,0
153,1.8126270771026611,1.814563274383545,0.001936197280883789,0.0010681718845216882,9,49,0.1836734693877551,4.0,0
154,1.812996506690979,1.816623568534851,0.0036270618438720703,0.0020005895380857974,5,27,0.18518518518518517,0.0,0
155,1.7741142511367798,1.802857756614685,0.028743505477905273,0.01620160903362769,6,16,0.375,0.0,0
156,1.802700400352478,1.8180055618286133,0.015305161476135254,0.008490130402779447,3,3,1.0,0.0,0
157,1.7973048686981201,1.8282305002212524,0.030925631523132324,0.017206669865382017,6,32,0.1875,2.0,0
158,1.7924095392227173,1.806434154510498,0.014024615287780762,0.007824448029808282,6,17,0.35294117647058826,0.0,0
159,1.8280837535858154,1.8290278911590576,0.0009441375732421875,0.0005164629746258871,6,32,0.1875,0.0,0
160,1.8266545534133911,1.8381043672561646,0.011449813842773438,0.006268187830795736,7,42,0.16666666666666666,0.0,0
161,1.8328168392181396,1.832889199256897,7.236003875732422e-05,3.948023458153748e-05,5,27,0.18518518518518517,2.0,0
162,1.8290603160858154,1.839827537536621,0.010767221450805664,0.005886750347220638,4,6,0.6666666666666666,0.0,0
163,1.841894507408142,1.846307635307312,0.004413127899169922,0.002395972126210388,0,4,0.0,0.0,0
164,1.8312547206878662,1.8362035751342773,0.004948854446411133,0.0027024391475983286,4,16,0.25,0.0,0
165,1.8235766887664795,1.827418327331543,0.0038416385650634766,0.0021066504023266896,9,53,0.16981132075471697,2.6457513110645907,0
166,1.8472232818603516,1.8484094142913818,0.0011861324310302734,0.0006421164364254392,4,5,0.8,0.0,0
167,1.8601795434951782,1.8617072105407715,0.0015276670455932617,0.0008212470946341323,5,16,0.3125,0.0,0
168,1.837686538696289,1.837909460067749,0.00022292137145996094,0.00012130543853148545,6,23,0.2608695652173913,0.0,0
169,1.7979155778884888,1.803457260131836,0.005541682243347168,0.003082281677460874,5,16,0.3125,0.0,0
170,1.7671648263931274,1.7851641178131104,0.01799929141998291,0.01018540610992149,14,69,0.2028985507246377,2.0,0
171,1.8526239395141602,1.8539729118347168,0.0013489723205566406,0.0007281414710156454,9,33,0.2727272727272727,0.0,0
172,1.7975406646728516,1.8048450946807861,0.00730443000793457,0.004063568714460187,6,13,0.46153846153846156,0.0,0
173,1.803009271621704,1.8135697841644287,0.01056051254272461,0.005857159310792689,10,48,0.20833333333333334,2.23606797749979,1
174,1.8380831480026245,1.840045690536499,0.0019625425338745117,0.00106771151022582,4,7,0.5714285714285714,0.0,0
175,1.81718111038208,1.821394681930542,0.004213571548461914,0.002318740561625126,10,76,0.13157894736842105,2.0,0
176,1.8416101932525635,1.8433184623718262,0.0017082691192626953,0.0009275953866467433,4,9,0.4444444444444444,0.0,0
177,1.811858892440796,1.81331467628479,0.0014557838439941406,0.0008034752872134659,3,3,1.0,0.0,0
178,1.8164231777191162,1.8180365562438965,0.0016133785247802734,0.0008882173188332654,9,65,0.13846153846153847,0.0,0
179,1.8385719060897827,1.8434966802597046,0.004924774169921875,0.002678586653918655,7,35,0.2,2.0,0
180,1.8302936553955078,1.8361318111419678,0.005838155746459961,0.0031897371928541135,7,18,0.3888888888888889,0.0,0
181,1.7811830043792725,1.8001207113265991,0.01893770694732666,0.01063209501817939,7,57,0.12280701754385964,0.0,1
182,1.8035255670547485,1.8133684396743774,0.009842872619628906,0.005457573099838463,5,14,0.35714285714285715,0.0,0
183,1.776458740234375,1.7857720851898193,0.009313344955444336,0.0052426463640892615,15,113,0.13274336283185842,4.898979485566356,1
184,1.8419257402420044,1.8442410230636597,0.0023152828216552734,0.0012569903178350048,10,44,0.22727272727272727,0.0,0
185,1.7900172472000122,1.7950589656829834,0.005041718482971191,0.0028165753658840817,8,35,0.22857142857142856,0.0,0
186,1.818685531616211,1.8243414163589478,0.005655884742736816,0.0031098750412945787,7,25,0.28,0.0,0
187,1.7887253761291504,1.8008360862731934,0.012110710144042969,0.006770581054902273,9,74,0.12162162162162163,0.0,0
188,1.7993260622024536,1.8169230222702026,0.017596960067749023,0.009779750561835122,7,36,0.19444444444444445,2.23606797749979,0
189,1.8177443742752075,1.8179489374160767,0.00020456314086914062,0.00011253680317437729,6,20,0.3,2.0,0
190,1.797470211982727,1.8012583255767822,0.0037881135940551758,0.0021074694694810207,13,46,0.2826086956521739,4.645751311064591,0
191,1.810731291770935,1.8134269714355469,0.0026956796646118164,0.0014887242943569957,5,19,0.2631578947368421,0.0,0
192,1.8221564292907715,1.8348513841629028,0.012694954872131348,0.006966995076856568,8,25,0.32,2.6457513110645907,0
193,1.821435570716858,1.8346577882766724,0.013222217559814453,0.00725922880412982,7,42,0.16666666666666666,2.0,0
194,1.8279403448104858,1.8292381763458252,0.0012978315353393555,0.000709996657726765,13,54,0.24074074074074073,2.23606797749979,0
195,1.782049298286438,1.7997918128967285,0.017742514610290527,0.00995624230337015,15,82,0.18292682926829268,2.6457513110645907,1
196,1.8132530450820923,1.819868564605713,0.0066155195236206055,0.003648425983104359,7,21,0.3333333333333333,2.0,0
197,1.6698623895645142,1.7050654888153076,0.03520309925079346,0.021081437291353165,0,0,0.0,0.0,0
198,1.8422799110412598,1.8455498218536377,0.0032699108123779297,0.0017749261622951587,4,9,0.4444444444444444,0.0,0
199,1.8063746690750122,1.8104615211486816,0.004086852073669434,0.0022624609078260504,5,12,0.4166666666666667,0.0,0
200,1.7874155044555664,1.8075051307678223,0.02008962631225586,0.011239483076082532,9,48,0.1875,2.6457513110645907,0
201,1.7755281925201416,1.8067469596862793,0.031218767166137695,0.017582805667437213,9,51,0.17647058823529413,2.6457513110645907,0
202,1.815937876701355,1.81734299659729,0.0014051198959350586,0.0007737709059119656,32,137,0.23357664233576642,5.5677643628300215,1
203,1.7505853176116943,1.8102631568908691,0.059677839279174805,0.03409022038445557,51,127,0.4015748031496063,7.14142842854285,1
204,1.808632493019104,1.8178353309631348,0.009202837944030762,0.005088285198652325,34,99,0.3434343434343434,9.441826979411486,1
205,1.7931029796600342,1.8171629905700684,0.02406001091003418,0.013418086514247984,31,87,0.3563218390804598,5.5677643628300215,1
206,1.8025128841400146,1.820009469985962,0.017496585845947266,0.009706774359227368,6,48,0.125,0.0,0
207,1.8015285730361938,1.8141268491744995,0.012598276138305664,0.006993103704746268,8,46,0.17391304347826086,0.0,0
208,1.7642189264297485,1.7914142608642578,0.027195334434509277,0.015414943138346498,6,31,0.1935483870967742,0.0,0
209,1.8106951713562012,1.827374815940857,0.01667964458465576,0.009211735276326382,25,97,0.25773195876288657,6.47213595499958,1
210,1.8003244400024414,1.8040751218795776,0.0037506818771362305,0.002083336644105739,8,26,0.3076923076923077,2.0,0
211,1.81923508644104,1.820268154144287,0.0010330677032470703,0.0005678582778809831,4,7,0.5714285714285714,0.0,0
212,1.8195604085922241,1.8278192281723022,0.008258819580078125,0.004538909255817394,6,50,0.12,0.0,0
213,1.805029034614563,1.8125905990600586,0.0075615644454956055,0.004189164994296208,9,28,0.32142857142857145,2.8284271247461903,0
214,1.8073184490203857,1.8101248741149902,0.002806425094604492,0.0015528116232784812,5,20,0.25,0.0,0
215,1.8039398193359375,1.8116391897201538,0.007699370384216309,0.004268086053475212,68,125,0.544,8.246211251235321,1
216,1.8333615064620972,1.8427870273590088,0.009425520896911621,0.00514111421216669,23,84,0.27380952380952384,4.58257569495584,1
217,1.76739501953125,1.8042057752609253,0.03681075572967529,0.02082769008788894,54,116,0.46551724137931033,7.3484692283495345,1
218,1.8044226169586182,1.8200169801712036,0.01559436321258545,0.008642300903360425,7,28,0.25,2.23606797749979,0
219,1.79276704788208,1.8136578798294067,0.02089083194732666,0.01165284244375556,56,130,0.4307692307692308,7.483314773547883,1
220,1.7710932493209839,1.7778464555740356,0.006753206253051758,0.0038130156363256743,72,144,0.5,8.48528137423857,1
221,1.8400627374649048,1.8408164978027344,0.0007537603378295898,0.0004096383903018775,7,25,0.28,2.23606797749979,0
222,1.7965805530548096,1.8041406869888306,0.007560133934020996,0.004208068444894468,65,104,0.625,8.06225774829855,1
223,1.8063538074493408,1.8174307346343994,0.011076927185058594,0.006132202417587146,6,18,0.3333333333333333,2.23606797749979,0
224,1.7948505878448486,1.8186097145080566,0.023759126663208008,0.013237384116600243,5,17,0.29411764705882354,0.0,0
225,1.817941665649414,1.8183611631393433,0.0004194974899291992,0.00023075409836065573,61,131,0.46564885496183206,7.810249675906654,1
226,1.8194541931152344,1.8307507038116455,0.011296510696411133,0.006208735971016377,6,30,0.2,2.0,0
227,1.8098734617233276,1.8223499059677124,0.012476444244384766,0.006893545050660575,52,163,0.31901840490797545,7.211102550927978,1
228,1.7879668474197388,1.7937612533569336,0.005794405937194824,0.003240779293842546,7,16,0.4375,2.0,0
229,1.768724799156189,1.7923014163970947,0.02357661724090576,0.013329726168906283,81,170,0.4764705882352941,9.0,1
230,1.7844449281692505,1.8233516216278076,0.03890669345855713,0.02180324696177282,8,63,0.12698412698412698,2.449489742783178,1
231,1.8035205602645874,1.8045189380645752,0.000998377799987793,0.0005535716209641241,8,50,0.16,2.0,0
232,1.7646327018737793,1.7930563688278198,0.028423666954040527,0.016107412564585703,7,31,0.22580645161290322,0.0,0
233,1.7459657192230225,1.7789812088012695,0.03301548957824707,0.018909586376609614,12,67,0.1791044776119403,3.1622776601683795,0
234,1.7652183771133423,1.7940597534179688,0.028841376304626465,0.016338701589879608,7,33,0.21212121212121213,0.0,0
235,1.766433596611023,1.7849262952804565,0.018492698669433594,0.010468946415485198,8,52,0.15384615384615385,2.449489742783178,0
236,1.6998271942138672,1.7778575420379639,0.07803034782409668,0.04590487085375993,46,138,0.3333333333333333,8.48074069840786,1
237,1.7953699827194214,1.8035101890563965,0.008140206336975098,0.004533999351289834,5,13,0.38461538461538464,0.0,0
238,1.7718613147735596,1.7761443853378296,0.0042830705642700195,0.002417271898516159,11,68,0.16176470588235295,2.6457513110645907,0
239,1.798099160194397,1.806910514831543,0.008811354637145996,0.0049003719217539585,6,30,0.2,0.0,0
240,1.7395758628845215,1.7704049348831177,0.03082907199859619,0.017722177374590718,11,54,0.2037037037037037,2.23606797749979,0
241,1.7801096439361572,1.8010025024414062,0.020892858505249023,0.01173683799558042,9,31,0.2903225806451613,0.0,0
